n,a_n,b_n,ratio_n2,ratio_n2logn,ratio_n2p5
1060,23049,21989,0.02051353,0.00294480,0.00063007
1061,23164,22103,0.02057703,0.00295351,0.00063172
1062,32605960,32604898,28.90999110,4.14901949,0.88712680
1063,32736357,32735294,28.97102221,4.15721685,0.88858134
1064,32795787,32794723,28.96908654,4.15637828,0.88810433
1065,32855998,32854933,28.96779563,4.15563295,0.88764772
1066,32859859,32858793,28.91687024,4.14776890,0.88567153
1067,32878909,32877842,28.87942615,4.14184096,0.88411010
1068,2518,1450,0.00220756,0.00031656,0.00006755
1069,1135,66,0.00099321,0.00014241,0.00003038
1070,32918945,32917875,28.75268146,4.12200362,0.87899512
1071,16547,15476,0.01442581,0.00206782,0.00044080
1072,16652,15580,0.01449028,0.00207678,0.00044257
1073,33174493,33173420,28.81408616,4.12914927,0.87964004
1074,33258262,33257188,28.83307672,4.13131918,0.87980990
1075,33831730,33830655,29.27569930,4.19418063,0.89290046
1076,1492,416,0.00128868,0.00018460,0.00003929
1077,34076977,34075900,29.37850248,4.20778822,0.89520356
1078,1175,97,0.00101111,0.00014480,0.00003080
1079,8115,7036,0.00697021,0.00099805,0.00021219
1080,34231779,34230699,29.34823302,4.20177881,0.89303829
1081,34236562,34235481,29.29805290,4.19403881,0.89109891
1082,34523698,34522616,29.48918618,4.22084100,0.89649765
1083,1675,592,0.00142810,0.00020438,0.00004340
1084,34685643,34684559,29.51828934,4.22389011,0.89655419
1085,34921145,34920060,29.66395124,4.24417346,0.90056306
1086,34994914,34993828,29.67189477,4.24475050,0.90038939
1087,35295939,35294852,29.87209295,4.27282751,0.90604732
1088,35308443,35307355,29.82776935,4.26592649,0.90428709
1089,35342993,35341904,29.80214787,4.26170219,0.90309539
1090,1135,45,0.00095531,0.00013659,0.00002894
1091,35309534,35308443,29.66487241,4.24095906,0.89811119
1092,35834014,35832922,30.05039481,4.29551162,0.90936632
1093,1772,679,0.00148328,0.00021200,0.00004487
1094,1175,81,0.00098176,0.00014030,0.00002968
1095,9910,8815,0.00826505,0.00118097,0.00024977
1096,1721,625,0.00143271,0.00020469,0.00004328
1097,35884408,35883311,29.81896263,4.25964828,0.90030408
1098,6210,5112,0.00515095,0.00073572,0.00015545
1099,36283029,36281930,30.04056877,4.29018847,0.90616922
1100,6282,5182,0.00519174,0.00074135,0.00015654
1101,36359833,36358732,29.99488781,4.28255262,0.90396909
1102,36485380,36484278,30.04385690,4.28898830,0.90503398
1103,36549292,36548189,30.04193788,4.28815909,0.90456585
1104,1135,31,0.00093123,0.00013291,0.00002803
1105,36553825,36552720,29.93699965,4.27207561,0.90059003
1106,37091339,37090233,30.32230821,4.32650150,0.91176873
1107,37096270,37095163,30.27157393,4.31870565,0.90983197
1108,37461548,37460440,30.51449582,4.35280147,0.91671918
1109,1175,66,0.00095538,0.00013626,0.00002869
1110,37538587,37537477,30.46715932,4.34493131,0.91447213
1111,37588107,37586996,30.45245686,4.34227696,0.91361939
1112,37753393,37752281,30.53137858,4.35297213,0.91557520
1113,37833647,37832534,30.54132530,4.35383230,0.91546195
1114,1135,21,0.00091459,0.00013036,0.00002740
1115,38497289,38496174,30.96566510,4.41319476,0.92734851
1116,38528838,38527722,30.93552723,4.40833632,0.92603079
1117,1450,333,0.00116215,0.00016559,0.00003477
1118,38731989,38730871,30.98747524,4.41461257,0.92675575
1119,38822623,38821504,31.00449782,4.41647515,0.92685044
1120,38958217,38957097,31.05725207,4.42342696,0.92801291
1121,39268628,39267507,31.24888333,4.45015498,0.93332242
1122,1135,13,0.00090159,0.00012838,0.00002692
1123,39703844,39702721,31.48277773,4.48232605,0.93947054
1124,39772403,39771279,31.48104998,4.48151215,0.93900100
1125,39777195,39776070,31.42889481,4.47352123,0.93702860
1126,39924323,39923197,31.48913853,4.48152943,0.93840775
1127,1135,8,0.00089361,0.00012716,0.00002662
1128,19578,18450,0.01538686,0.00218930,0.00045814
1129,1721,592,0.00135018,0.00019209,0.00004018
1130,1175,45,0.00092020,0.00013090,0.00002737
1131,1135,4,0.00088730,0.00012620,0.00002638
1132,40611230,40610098,31.69226579,4.50702957,0.94195483
1133,1135,2,0.00088417,0.00012572,0.00002627
1134,1135,1,0.00088261,0.00012549,0.00002621
1135,2907,1772,0.00225659,0.00032079,0.00006698
1136,4467748,4466612,3.46203940,0.49209769,0.10271712
1137,40817705,40816568,31.57385813,4.48737802,0.93636985
1138,40872509,40871371,31.56071068,4.48494910,0.93556861
1139,3301,2162,0.00254447,0.00036154,0.00007539
1140,2114,974,0.00162665,0.00023110,0.00004818
1141,40885664,40884523,31.40507005,4.46116268,0.92973021
1142,40990256,40989114,31.43029251,4.46419005,0.93006943
1143,1450,307,0.00110988,0.00015762,0.00003283
1144,1175,31,0.00089781,0.00012749,0.00002654
1145,41131967,41130822,31.37389981,4.45452044,0.92718364
1146,41467589,41466443,31.57472307,4.48247808,0.93271131
1147,1772,625,0.00134690,0.00019119,0.00003977
1148,41881315,41880167,31.77872971,4.51032322,0.93791955
1149,41940877,41939728,31.76855418,4.50832189,0.93721113
1150,42017037,42015887,31.77091645,4.50810058,0.93687321
1151,42103171,42102020,31.78075122,4.50893997,0.93675603
1152,42288494,42287342,31.86524492,4.52037068,0.93883878
1153,8115,6962,0.00610422,0.00086583,0.00017977
1154,1175,21,0.00088232,0.00012513,0.00002597
1155,42626927,42625772,31.95361931,4.53123561,0.94021909
1156,42876331,42875175,32.08499285,4.54930694,0.94367626
1157,28627,27470,0.02138499,0.00303179,0.00062870
1158,43124854,43123696,32.15959116,4.55876684,0.94505316
1159,1492,333,0.00111071,0.00015743,0.00003263
1160,43174733,43173573,32.08585984,4.54720278,0.94207328
1161,43390243,43389082,32.19049410,4.56147448,0.94473832
1162,1175,13,0.00087021,0.00012330,0.00002553
1163,43415717,43414554,32.09870772,4.54735904,0.94123418
1164,43739023,43737859,32.28219952,4.57279717,0.94620803
1165,8201,7036,0.00604248,0.00085582,0.00017703
1166,15476,14310,0.01138313,0.00161204,0.00033336
1167,1175,8,0.00086277,0.00012217,0.00002526
1168,43807553,43806385,32.11170086,4.54643663,0.93959758
1169,44100560,44099391,32.27119755,4.56846494,0.94386053
1170,6282,5112,0.00458909,0.00064957,0.00013416
1171,1175,4,0.00085689,0.00012128,0.00002504
1172,44328054,44326882,32.27181883,4.56689587,0.94266989
1173,1175,2,0.00085397,0.00012083,0.00002493
1174,1175,1,0.00085251,0.00012061,0.00002488
1175,23164,21989,0.01677791,0.00237344,0.00048946
1176,16652,15476,0.01204070,0.00170310,0.00035111
1177,44362367,44361190,32.02298299,4.52895382,0.93341237
1178,44457815,44456637,32.03741990,4.53045146,0.93343673
1179,2114,935,0.00152082,0.00021504,0.00004429
1180,1772,592,0.00127262,0.00017992,0.00003705
1181,44554689,44553508,31.94431806,4.51566166,0.92954126
1182,45172929,45171747,32.33279866,4.57003065,0.94044751
1183,45244405,45243222,32.32923231,4.56898044,0.93994625
1184,45390544,45389360,32.37889198,4.57545230,0.94099243
1185,1492,307,0.00106251,0.00015012,0.00003087
1186,2907,1721,0.00206669,0.00029197,0.00006001
1187,3301,2114,0.00234285,0.00033095,0.00006800
1188,2162,974,0.00153187,0.00021637,0.00004444
1189,45573738,45572549,32.23672705,4.55265195,0.93488892
1190,2962,1772,0.00209166,0.00029536,0.00006063
1191,45607460,45606269,32.15232351,4.53965450,0.93165792
1192,45910274,45909082,32.31151891,4.56159109,0.93587802
1193,46148881,46147688,32.42502261,4.57707316,0.93877187
1194,46820547,46819353,32.84186637,4.63536603,0.95044210
1195,46921979,46920784,32.85795347,4.63708868,0.95050971
1196,3358,2162,0.00234757,0.00033126,0.00006788
1197,47058919,47057722,32.84381868,4.63400030,0.94930675
1198,47245464,47244266,32.91898852,4.64405899,0.95108224
1199,47373687,47372488,32.95329302,4.64835135,0.95167624
1200,3718,2518,0.00258194,0.00036416,0.00007453
1201,8815,7614,0.00611134,0.00086186,0.00017635
1202,47388922,47387720,32.79955067,4.62503432,0.94605342
1203,47463069,47461866,32.79627822,4.62403065,0.94556578
1204,47552100,47550896,32.80323893,4.62447029,0.94537363
1205,48268116,48266911,33.24193178,4.68576704,0.95761895
1206,682099,680893,0.46897835,0.06609924,0.01350452
1207,48391779,48390572,33.21674312,4.68112218,0.95610021
1208,682410,681202,0.46763985,0.06589520,0.01345482
1209,48400947,48399738,33.11320801,4.66544278,0.95233141
1210,48421226,48420016,33.07234888,4.65914324,0.95076318
1211,48559881,48558670,33.11229843,4.66422841,0.95151854
1212,6962,5750,0.00473946,0.00066753,0.00013614
1213,48950292,48949079,33.26853563,4.68514709,0.95521973
1214,49095191,49093977,33.31206693,4.69073315,0.95607561
1215,49488353,49487138,33.52358414,4.71997004,0.96175025
1216,49853074,49851858,33.71512644,4.74638854,0.96684756
1217,50039572,50038355,33.78566177,4.75576809,0.96847216
1218,50242808,50241590,33.86720269,4.76669492,0.97041094
1219,50275413,50274194,33.83360196,4.76141575,0.96905044
1220,50606538,50605318,34.00063021,4.78436958,0.97343521
1221,51349144,51347923,34.44307206,4.84606869,0.98569839
1222,51395343,51394121,34.41766134,4.84193574,0.98456809
1223,51515230,51514007,34.44155325,4.84473938,0.98484867
1224,51681179,51679955,34.49606655,4.85184970,0.98600443
1225,1450,225,0.00096626,0.00013589,0.00002761
1226,52083096,52081870,34.65100634,4.87252300,0.98962491
1227,2162,935,0.00143604,0.00020191,0.00004100
1228,52292244,52291016,34.67692230,4.87504984,0.98955825
1229,52329510,52328281,34.64518641,4.87003095,0.98825031
1230,52412104,52410874,34.64346883,4.86923281,0.98779953
1231,1675,444,0.00110535,0.00015534,0.00003150
1232,2907,1675,0.00191524,0.00026913,0.00005457
1233,52678537,52677304,34.65034411,4.86853219,0.98679289
1234,52757377,52756143,34.64598202,4.86736487,0.98626880
1235,53072205,53070970,34.79631202,4.88792826,0.99014714
1236,53143352,53142116,34.78660152,4.88600868,0.98947031
1237,53578189,53576952,35.01455656,4.91746789,0.99555161
1238,19578,18340,0.01277400,0.00179379,0.00036305
1239,8201,6962,0.00534225,0.00075010,0.00015177
1240,19690,18450,0.01280567,0.00179783,0.00036366
1241,2962,1721,0.00192328,0.00026998,0.00005460
1242,53871176,53869934,34.92313836,4.90185205,0.99095165
1243,54214934,54213691,35.08945930,4.92464073,0.99527045
1244,3358,2114,0.00216990,0.00030450,0.00006152
1245,54245605,54244360,34.99660005,4.91050038,0.99183899
1246,54736065,54734819,35.25636129,4.94639119,0.99879985
1247,54852767,54851520,35.27488715,4.94843336,0.99892391
1248,101802,100554,0.06536227,0.00916812,0.00185020
1249,3718,2469,0.00238333,0.00033426,0.00006744
1250,1450,200,0.00092800,0.00013014,0.00002625
1251,30901,29650,0.01974504,0.00276863,0.00055825
1252,54979197,54977945,35.07435834,4.91754229,0.99125997
1253,10156,8903,0.00646875,0.00090684,0.00018274
1254,55260112,55258858,35.14120810,4.92581251,0.99235696
1255,55887426,55886171,35.48351677,4.97323891,1.00162416
1256,55932352,55931096,35.45551544,4.96875966,1.00043525
1257,7539,6282,0.00477137,0.00066859,0.00013458
1258,56214428,56213170,35.52110878,4.97684224,1.00148902
1259,1675,416,0.00105673,0.00014804,0.00002978
1260,56321492,56320232,35.47587050,4.96939787,0.99941943
1261,3779,2518,0.00237655,0.00033287,0.00006693
1262,56600428,56599166,35.53865647,4.97708706,1.00039458
1263,5994247,5992984,3.75775043,0.52620382,0.10573682
1264,56614653,56613389,35.43518479,4.96149585,0.99669244
1265,57028009,57026744,35.63749410,4.98926995,1.00198656
1266,57069668,57068402,35.60720908,4.98447860,1.00073959
1267,1492,225,0.00092943,0.00013009,0.00002611
1268,15476,14208,0.00962543,0.00134712,0.00027031
1269,57720014,57718745,35.84290355,5.01581045,1.00617234
1270,15580,14310,0.00965962,0.00135161,0.00027106
1271,57797768,57796497,35.77832183,5.00566983,1.00356889
1272,57915760,57914488,35.79501404,5.00745422,1.00364236
1273,58574129,58572856,36.14506683,5.05586816,1.01305921
1274,28627,27353,0.01763750,0.00246681,0.00049414
1275,28745,27470,0.01768243,0.00247282,0.00049521
1276,8815,7539,0.00541403,0.00075705,0.00015156
1277,1721,444,0.00105536,0.00014756,0.00002953
1278,58761320,58760042,35.97740503,5.02965823,1.00638559
1279,59136871,59135592,36.15074509,5.05333868,1.01083898
1280,59167186,59165906,36.11278442,5.04748091,1.00938301
1281,59751996,59750715,36.41280689,5.08885956,1.01737156
1282,59771586,59770304,36.36794230,5.08203530,1.01572167
1283,6962,5679,0.00422942,0.00059095,0.00011808
1284,1450,166,0.00087950,0.00012287,0.00002454
1285,59910909,59909624,36.28270466,5.06846877,1.01215748
1286,7036,5750,0.00425445,0.00059426,0.00011864
1287,2962,1675,0.00178825,0.00024975,0.00004985
1288,59931342,59930054,36.12619956,5.04496257,1.00661720
1289,8903,7614,0.00535834,0.00074820,0.00014925
1290,60264591,60263301,36.21452497,5.05620150,1.00829575
1291,60709137,60707846,36.42516894,5.08506105,1.01376771
1292,1492,200,0.00089381,0.00012476,0.00002487
1293,60813585,60812292,36.37504643,5.07696665,1.01158946
1294,2469,1175,0.00147453,0.00020578,0.00004099
1295,61103805,61102510,36.43583429,5.08435417,1.01249721
1296,61472073,61470777,36.59888510,5.10655667,1.01663570
1297,61539364,61538067,36.58247221,5.10371737,1.01578797
1298,61622219,61620921,36.57530431,5.10216875,1.01519765
1299,61995138,61993839,36.74001497,5.12459496,1.01937682
1300,62435285,62433985,36.94395562,5.15248810,1.02464097
1301,62550420,62549119,36.95520681,5.15350461,1.02455904
1302,62567971,62566669,36.90881510,5.14648372,1.02287982
1303,62683896,62682593,36.92046396,5.14755695,1.02280995
1304,63358185,63356881,37.26040275,5.19439659,1.03183142
1305,1721,416,0.00101055,0.00014086,0.00002797
1306,1450,144,0.00085012,0.00011849,0.00002352
1307,63397299,63395992,37.11244614,5.17211335,1.02655397
1308,63735584,63734276,37.25344855,5.19121059,1.03006021
1309,63813214,63811905,37.24185678,5.18904269,1.02934629
1310,3779,2469,0.00220209,0.00030679,0.00006084
1311,64377611,64376300,37.45669658,5.21786714,1.03449436
1312,64961932,64960620,37.73907598,5.25664537,1.04189594
1313,64991861,64990548,37.69897313,5.25050226,1.04039237
1314,65133891,65132577,37.72387461,5.25341337,1.04068336
1315,65240799,65239484,37.72834594,5.25347948,1.04041089
1316,11563,10247,0.00667665,0.00092959,0.00018405
1317,65520507,65519190,37.77510667,5.25887780,1.04090912
1318,65583718,65582400,37.75419486,5.25541123,1.03993814
1319,4281,2962,0.00246068,0.00034249,0.00006775
1320,66054021,66052701,37.90979167,5.27595683,1.04343267
1321,66205902,66204581,37.93945357,5.27952849,1.04385377
1322,66229646,66228324,37.89566420,5.27287966,1.04225454
1323,66434405,66433082,37.95538153,5.28063327,1.04350237
1324,66545920,66544596,37.96168345,5.28095490,1.04328141
1325,66834634,66833309,38.06885525,5.29530770,1.04583189
1326,1492,166,0.00084856,0.00011802,0.00002330
1327,67377789,67376462,38.26263807,5.32114615,1.05036308
1328,1772,444,0.00100477,0.00013972,0.00002757
1329,7539,6210,0.00426839,0.00059348,0.00011709
1330,56196,54866,0.03176890,0.00441668,0.00087112
1331,5679,4348,0.00320565,0.00044562,0.00008787
1332,7614,6282,0.00429145,0.00059650,0.00011759
1333,5112,3779,0.00287694,0.00039984,0.00007880
1334,2469,1135,0.00138742,0.00019281,0.00003799
1335,68172442,68171107,38.25131058,5.31512804,1.04690117
1336,68274024,68272688,38.25098157,5.31452937,1.04650030
1337,68300407,68299070,38.20854300,5.30808121,1.04494823
1338,68580827,68579489,38.30808929,5.32135785,1.04727909
1339,68897556,68896217,38.42754700,5.33739775,1.05015251
1340,69028666,69027326,38.44323123,5.33902260,1.05018905
1341,10156,8815,0.00564762,0.00078426,0.00015422
1342,1675,333,0.00093006,0.00012914,0.00002539
1343,2518,1175,0.00139606,0.00019383,0.00003809
1344,10247,8903,0.00567281,0.00078752,0.00015474
1345,69247471,69246126,38.27889112,5.31345056,1.04375413
1346,69357868,69356522,38.28296930,5.31346849,1.04347749
1347,69593412,69592065,38.35596715,5.32305150,1.04507905
1348,1492,144,0.00082109,0.00011394,0.00002236
1349,69912240,69910891,38.41751928,5.33049614,1.04597991
1350,19690,18340,0.01080384,0.00149890,0.00029404
1351,71076155,71074804,38.94154945,5.40209578,1.05946241
1352,71117647,71116295,38.90666414,5.39670244,1.05812177
1353,1450,97,0.00079209,0.00010986,0.00002153
1354,71465367,71464013,38.98147782,5.40597133,1.05937316
1355,71843805,71842450,39.13007993,5.42602400,1.06301915
1356,1772,416,0.00096371,0.00013362,0.00002617
1357,7036,5679,0.00382090,0.00052972,0.00010372
1358,71949408,71948050,39.01464729,5.40835880,1.05871191
1359,72164352,72162993,39.07363387,5.41598308,1.05992241
1360,72231513,72230153,39.05250487,5.41250256,1.05895972
1361,72383828,72382467,39.07736726,5.41539671,1.05924454
1362,72574052,72572690,39.12255019,5.42110643,1.06007991
1363,72710876,72709513,39.13881435,5.42280861,1.06013150
1364,8903,7539,0.00478528,0.00066295,0.00012957
1365,73105755,73104390,39.23613895,5.43518904,1.06198880
1366,73286358,73284992,39.27550167,5.44008989,1.06266504
1367,73370384,73369017,39.26302558,5.43781063,1.06193884
1368,1675,307,0.00089504,0.00012395,0.00002420
1369,1450,81,0.00077368,0.00010713,0.00002091
1370,73456860,73455490,39.13733284,5.41875737,1.05737964
1371,30901,29530,0.01643984,0.00227595,0.00044400
1372,15580,14208,0.00827674,0.00114572,0.00022345
1373,31023,29650,0.01645670,0.00227782,0.00044413
1374,4281,2907,0.00226763,0.00031384,0.00006118
1375,73975383,73974008,39.12747531,5.41466144,1.05518954
1376,74418693,74417317,39.30476197,5.43864812,1.05958537
1377,74605137,74603760,39.34602393,5.44381035,1.06031250
1378,74771610,74770232,39.37660752,5.44749466,1.06075158
1379,75214997,75213618,39.55267950,5.47130398,1.06510832
1380,75254772,75253392,39.51626339,5.46571848,1.06374205
1381,75484745,75483364,39.57963958,5.47393595,1.06506226
1382,76461058,76459676,40.03356050,5.53615981,1.07688715
1383,2518,1135,0.00131647,0.00018203,0.00003540
1384,1450,66,0.00075700,0.00010466,0.00002035
1385,76875397,76874012,40.07631899,5.54041142,1.07686916
1386,4348,2962,0.00226341,0.00031288,0.00006080
1387,77072954,77071567,40.06351802,5.53753705,1.07574875
1388,1721,333,0.00089331,0.00012346,0.00002398
1389,77272287,77270898,40.05154508,5.53477984,1.07465274
1390,77667065,77665675,40.19826355,5.55450265,1.07820140
1391,78123791,78122400,40.37653530,5.57858147,1.08259367
1392,28745,27353,0.01483487,0.00204944,0.00039762
1393,78711375,78709982,40.56348556,5.60329894,1.08682522
1394,5112,3718,0.00263066,0.00036335,0.00007046
1395,1492,97,0.00076669,0.00010589,0.00002053
1396,79006528,79005132,40.54078374,5.59849925,1.08504920
1397,2114,717,0.00108321,0.00014957,0.00002898
1398,5679,4281,0.00290575,0.00040119,0.00007771
1399,79396900,79395501,40.56655397,5.60039778,1.08457418
1400,79598458,79597058,40.61145816,5.60604400,1.08538687
1401,79776727,79775326,40.64432767,5.61002838,1.08587760
1402,5750,4348,0.00292531,0.00040373,0.00007813
1403,5182,3779,0.00263258,0.00036330,0.00007028
1404,7614,6210,0.00386259,0.00053299,0.00010308
1405,1450,45,0.00073454,0.00010135,0.00001960
1406,79908741,79907335,40.42254441,5.57667403,1.07803035
1407,11563,10156,0.00584093,0.00080573,0.00015572
1408,80085119,80083711,40.39675828,5.57202389,1.07657723
1409,80341497,80340088,40.46857699,5.58138344,1.07810842
1410,11657,10247,0.00586339,0.00080859,0.00015615
1411,1492,81,0.00074940,0.00010334,0.00001995
1412,80467165,80465753,40.35982804,5.56475253,1.07406845
1413,81391940,81390527,40.76590391,5.62019306,1.08449111
1414,1721,307,0.00086076,0.00011866,0.00002289
1415,2907,1492,0.00145188,0.00020013,0.00003860
1416,81862550,81861134,40.82806166,5.62711709,1.08499350
1417,82206904,82205487,40.94195645,5.64226562,1.08763623
1418,82257819,82256401,40.90955248,5.63725192,1.08639214
1419,1450,31,0.00072012,0.00009922,0.00001912
1420,8308348,8306928,4.12038683,0.56767055,0.10934371
1421,82824597,82823176,41.01768783,5.65050718,1.08811334
1422,101802,100380,0.05034509,0.00693476,0.00133508
1423,101977,100554,0.05036078,0.00693625,0.00133503
1424,83100720,83099296,40.98121292,5.64384279,1.08599997
1425,83189363,83187938,40.96736867,5.64139080,1.08525211
1426,1492,66,0.00073372,0.00010103,0.00001943
1427,83218460,83217033,40.86690314,5.62646958,1.08183180
1428,83539005,83537577,40.96687940,5.63969017,1.08409859
1429,1450,21,0.00071007,0.00009774,0.00001878
1430,8628945,8627515,4.21973935,0.58079694,0.11158803
1431,83928526,83927095,40.98550856,5.64062513,1.08345409
1432,10247,8815,0.00499702,0.00068765,0.00013205
1433,84290278,84288845,41.04734820,5.64805017,1.08433134
1434,44241,42807,0.02151427,0.00296005,0.00056814
1435,2114,679,0.00102660,0.00014123,0.00002710
1436,84331729,84330293,40.89612171,5.62562280,1.07920738
1437,1450,13,0.00070219,0.00009658,0.00001852
1438,84434157,84432719,40.83197620,5.61572387,1.07676506
1439,1772,333,0.00085574,0.00011768,0.00002256
1440,85649791,85648351,41.30487606,5.67967730,1.08847906
1441,4348,2907,0.00209393,0.00028790,0.00005516
1442,1450,8,0.00069733,0.00009587,0.00001836
1443,85791278,85789835,41.20125787,5.66380832,1.08461925
1444,85821333,85819889,41.15862610,5.65740910,1.08312174
1445,2162,717,0.00103543,0.00014231,0.00002724
1446,1450,4,0.00069348,0.00009530,0.00001824
1447,1492,45,0.00071258,0.00009792,0.00001873
1448,1450,2,0.00069156,0.00009502,0.00001817
1449,1450,1,0.00069061,0.00009488,0.00001814
1450,1675,225,0.00079667,0.00010944,0.00002092
1451,85997200,85995749,40.84599561,5.61070732,1.07229870
1452,86266056,86264604,40.91727569,5.61996669,1.07380001
1453,86413416,86411963,40.93077284,5.62128896,1.07378452
1454,86774635,86773181,41.04535182,5.63649226,1.07642005
1455,87184414,87182959,41.18251509,5.65479412,1.07964597
1456,87275283,87273827,41.16882915,5.65238165,1.07891648
1457,2907,1450,0.00136939,0.00018800,0.00003588
1458,87316859,87315401,41.07551873,5.63850769,1.07573251
1459,88280203,88278744,41.47178605,5.69236823,1.08573814
1460,88320888,88319428,41.43408144,5.68665814,1.08437947
1461,1492,31,0.00069899,0.00009592,0.00001829
1462,88575250,88573788,41.43979912,5.68637452,1.08378704
1463,88938493,88937030,41.55287850,5.70135635,1.08637297
1464,5182,3718,0.00241777,0.00033170,0.00006319
1465,1772,307,0.00082564,0.00011326,0.00002157
1466,89109814,89108348,41.46270164,5.68738490,1.08290563
1467,89198108,89196641,41.44722082,5.68472969,1.08213229
1468,89266992,89265524,41.42273682,5.68084063,1.08112463
1469,5750,4281,0.00266455,0.00036539,0.00006952
1470,2962,1492,0.00137073,0.00018795,0.00003575
1471,1492,21,0.00068951,0.00009454,0.00001798
1472,89580419,89578947,41.34256991,5.66773121,1.07756522
1473,90682617,90681144,41.79444391,5.72914609,1.08897316
1474,90765331,90763857,41.77582438,5.72606104,1.08811873
1475,1675,200,0.00076989,0.00010552,0.00002005
1476,56196,54720,0.02579483,0.00353495,0.00067141
1477,56343,54866,0.02582730,0.00353907,0.00067203
1478,91031214,91029736,41.67172385,5.70967148,1.08393752
1479,1492,13,0.00068208,0.00009345,0.00001774
1480,91688607,91687127,41.85929830,5.73430963,1.08808065
1481,91872328,91870847,41.88655128,5.73751212,1.08842141
1482,92068938,92067456,41.91956105,5.74150287,1.08891160
1483,2162,679,0.00098304,0.00013463,0.00002553
1484,1492,8,0.00067749,0.00009277,0.00001759
1485,92257114,92255629,41.83569205,5.72842913,1.08563474
1486,92895668,92894182,42.06857906,5.75978670,1.09131076
1487,9107834,9106347,4.11901307,0.56389952,0.10681634
1488,1492,4,0.00067385,0.00009224,0.00001747
1489,2114,625,0.00095349,0.00013051,0.00002471
1490,1492,2,0.00067204,0.00009198,0.00001741
1491,1492,1,0.00067114,0.00009185,0.00001738
1492,93122434,93120942,41.83277480,5.72434360,1.08300949
1493,31023,29530,0.01391759,0.00190429,0.00036019
1494,93293911,93292417,41.79767307,5.71849209,1.08137620
1495,2469,974,0.00110469,0.00015112,0.00002857
1496,1721,225,0.00076898,0.00010519,0.00001988
1497,93479500,93478003,41.71313011,5.70535962,1.07810703
1498,93855229,93853731,41.82489381,5.72012376,1.08063478
1499,94472515,94471016,42.04382419,5.74954073,1.08592891
1500,94610174,94608674,42.04896622,5.74971955,1.08569964
1501,11657,10156,0.00517399,0.00070742,0.00013355
