n,a_n,b_n,ratio_n2,ratio_n2logn,ratio_n2p5
541,3926852,3926311,13.41683266,2.13188286,0.57683469
542,3947945,3947403,13.43917226,2.13480610,0.57726188
543,1135,592,0.00384943,0.00061130,0.00016519
544,625,81,0.00211194,0.00033528,0.00009055
545,4032937,4032392,13.57776955,2.15493273,0.58160775
546,1721,1175,0.00577292,0.00091596,0.00024706
547,592,45,0.00197855,0.00031383,0.00008460
548,4081938,4081390,13.59268608,2.15542225,0.58065077
549,4179294,4178745,13.86622473,2.19816239,0.59179605
550,1175,625,0.00388430,0.00061559,0.00016563
551,717,166,0.00236165,0.00037417,0.00010061
552,4205672,4205120,13.80248372,2.18616911,0.58747272
553,4226079,4225526,13.81934148,2.18821189,0.58765818
554,4242567,4242013,13.82321873,2.18819984,0.58729229
555,4328366,4327811,14.05199578,2.22378014,0.59647400
556,4345911,4345355,14.05824944,2.22413618,0.59620258
557,1492,935,0.00480904,0.00076062,0.00020377
558,974,416,0.00312817,0.00049462,0.00013243
559,625,66,0.00200012,0.00031617,0.00008460
560,4357023,4356463,13.89356824,2.19559214,0.58711042
561,592,31,0.00188103,0.00029717,0.00007942
562,12320,11758,0.03900660,0.00616072,0.00164539
563,4281,3718,0.01350605,0.00213255,0.00056921
564,4467176,4466612,14.04348373,2.21678981,0.59133734
565,12222,11657,0.03828648,0.00604190,0.00161072
566,4517263,4516697,14.10075978,2.22458791,0.59269914
567,5679,5112,0.01766468,0.00278607,0.00074185
568,5750,5182,0.01782260,0.00281020,0.00074782
569,4348,3779,0.01342966,0.00211695,0.00056300
570,4535224,4534654,13.95883041,2.19975265,0.58467107
571,592,21,0.00181572,0.00028606,0.00007599
572,4467748,4467176,13.65515429,2.15070962,0.57095068
573,717,144,0.00218379,0.00034386,0.00009123
574,4545209,4544635,13.79526582,2.17158360,0.57580327
575,4639918,4639343,14.03377845,2.20852395,0.58524902
576,8115,7539,0.02445927,0.00384815,0.00101914
577,7539,6962,0.02264447,0.00356166,0.00094270
578,7614,7036,0.02279068,0.00358368,0.00094797
579,592,13,0.00176589,0.00027760,0.00007339
580,625,45,0.00185791,0.00029198,0.00007715
581,4686422,4685841,13.88318556,2.18126146,0.57597159
582,679,97,0.00200458,0.00031487,0.00008309
583,1175,592,0.00345701,0.00054286,0.00014317
584,592,8,0.00173579,0.00027250,0.00007183
585,4730575,4729990,13.82299657,2.16946620,0.57151057
586,1721,1135,0.00501171,0.00078636,0.00020703
587,8201,7614,0.02380075,0.00373344,0.00098236
588,592,4,0.00171225,0.00026852,0.00007061
589,4803945,4803356,13.84737447,2.17097040,0.57057113
590,592,2,0.00170066,0.00026656,0.00007002
591,592,1,0.00169491,0.00026558,0.00006972
592,4898506,4897914,13.97720165,2.18958050,0.57445945
593,4964098,4963505,14.11662766,2.21083757,0.57970042
594,625,31,0.00177136,0.00027734,0.00007268
595,4983397,4982802,14.07639856,2.20337532,0.57707608
596,4988992,4988396,14.04495293,2.19787543,0.57530369
597,1772,1175,0.00497182,0.00077783,0.00020348
598,679,81,0.00189875,0.00029698,0.00007765
599,5038346,5037747,14.04217380,2.19571531,0.57374767
600,5077241,5076641,14.10344722,2.20472132,0.57577082
601,5150245,5149644,14.25866761,2.22840604,0.58162318
602,935,333,0.00257999,0.00040311,0.00010515
603,6282,5679,0.01727680,0.00269869,0.00070357
604,625,21,0.00171319,0.00026754,0.00006971
605,5188864,5188259,14.17625572,2.21323186,0.57634675
606,5254690,5254084,14.30875513,2.23334215,0.58125344
607,5304969,5304362,14.39810937,2.24671057,0.58440123
608,5347922,5347314,14.46698083,2.25687771,0.58671355
609,5352242,5351633,14.43115716,2.25071213,0.58478000
610,5406466,5405856,14.52960494,2.26548654,0.58828651
611,5506184,5505573,14.74919439,2.29913819,0.59668854
612,625,13,0.00166870,0.00026005,0.00006745
613,679,66,0.00180696,0.00028153,0.00007298
614,8815,8201,0.02338221,0.00364209,0.00094363
615,5578845,5578230,14.75006940,2.29693819,0.59478020
616,5602639,5602023,14.76492400,2.29866983,0.59489574
617,625,8,0.00164176,0.00025553,0.00006609
618,5685508,5684890,14.88649051,2.31642686,0.59882247
619,5713617,5712998,14.91179165,2.31978025,0.59935551
620,717,97,0.00186524,0.00029010,0.00007491
621,625,4,0.00162068,0.00025200,0.00006504
622,2114,1492,0.00546417,0.00084940,0.00021909
623,625,2,0.00161029,0.00025026,0.00006451
624,625,1,0.00160513,0.00024939,0.00006426
625,5768669,5768044,14.76779264,2.29393637,0.59071171
626,5852636,5852010,14.93491819,2.31932063,0.59691938
627,5870464,5869837,14.93266587,2.31839618,0.59635323
628,935,307,0.00237079,0.00036799,0.00009460
629,5913295,5912666,14.94611276,2.31933711,0.59594054
630,4348,3718,0.01095490,0.00169956,0.00043645
631,5993615,5992984,15.05324479,2.33481164,0.59926021
632,5994247,5993615,15.00722791,2.32710270,0.59695547
633,6046798,6046165,15.09100075,2.33951941,0.59981343
634,679,45,0.00168924,0.00026181,0.00006709
635,6054178,6053543,15.01439147,2.32650510,0.59582795
636,717,81,0.00177258,0.00027460,0.00007029
637,1772,1135,0.00436702,0.00067635,0.00017303
638,5750,5112,0.01412624,0.00218729,0.00055926
639,6130525,6129886,15.01398410,2.32418052,0.59394403
640,6142932,6142292,14.99739258,2.32105029,0.59282399
641,974,333,0.00237052,0.00036678,0.00009363
642,6208265,6207623,15.06260857,2.33001823,0.59447374
643,6248228,6247585,15.11245160,2.33716569,0.59597691
644,6366618,6365974,15.35101366,2.37348929,0.60491468
645,6383581,6382936,15.34422451,2.37187058,0.60417825
646,6418049,6417403,15.37935042,2.37673110,0.60509245
647,6540573,6539926,15.62453985,2.41404572,0.61426405
648,679,31,0.00161704,0.00024978,0.00006352
649,6588993,6588344,15.64334605,2.41579934,0.61405505
650,6600532,6599882,15.62256095,2.41201600,0.61276725
651,717,66,0.00169183,0.00026115,0.00006631
652,7614,6962,0.01791091,0.00276401,0.00070145
653,6626484,6625831,15.54020670,2.39759651,0.60813528
654,37918,37264,0.08865228,0.01367435,0.00346658
655,6737061,6736406,15.70318979,2.42159955,0.61357440
656,6809593,6808937,15.82389807,2.43964012,0.61781942
657,6867775,6867118,15.91055464,2.45242441,0.62072986
658,679,21,0.00156826,0.00024167,0.00006114
659,12222,11563,0.02814307,0.00433589,0.00109630
660,6891937,6891277,15.82171028,2.43701876,0.61585924
661,6976736,6976075,15.96795759,2.45897180,0.62108157
662,8201,7539,0.01871332,0.00288107,0.00072731
663,12320,11657,0.02802745,0.00431406,0.00108850
664,2114,1450,0.00479478,0.00073785,0.00018607
665,6998258,6997593,15.82510713,2.43471163,0.61367133
666,679,13,0.00153081,0.00023546,0.00005932
667,974,307,0.00218931,0.00033667,0.00008477
668,7067507,7066839,15.83847350,2.43508176,0.61280894
669,7142665,7141996,15.95908714,2.45306131,0.61701396
670,2162,1492,0.00481622,0.00074013,0.00018607
671,679,8,0.00150808,0.00023170,0.00005822
672,717,45,0.00158774,0.00024388,0.00006125
673,7195649,7194976,15.88692488,2.43973375,0.61239595
674,7384703,7384029,16.25598315,2.49584045,0.62615708
675,679,4,0.00149026,0.00022875,0.00005736
676,7407245,7406569,16.20926482,2.48753599,0.62343326
677,679,2,0.00148147,0.00022730,0.00005694
678,679,1,0.00147710,0.00022658,0.00005673
679,7444256,7443577,16.14662470,2.47624028,0.61965058
680,6962,6282,0.01505623,0.00230850,0.00057738
681,7521561,7520880,16.21861476,2.48615925,0.62149867
682,7580182,7579500,16.29712077,2.49763168,0.62404901
683,192325,191642,0.41228196,0.06317050,0.01577553
684,7676297,7675613,16.40739245,2.51340353,0.62735233
685,192538,191853,0.41033193,0.06284356,0.01567798
686,717,31,0.00152360,0.00023329,0.00005817
687,7774751,7774064,16.47301200,2.52176500,0.62848461
688,7798701,7798013,16.47575759,2.52162382,0.62813237
689,7844630,7843941,16.52471662,2.52855494,0.62954157
690,7877379,7876689,16.54563957,2.53119477,0.62988173
691,1135,444,0.00237706,0.00036357,0.00009043
692,7935462,7934770,16.57143155,2.53401846,0.62995131
693,8014016,8013323,16.68721018,2.55115940,0.63389470
694,8097884,8097190,16.81328638,2.56986755,0.63822362
695,8134120,8133425,16.83995652,2.57337766,0.63877596
696,717,21,0.00148013,0.00022614,0.00005610
697,2469,1772,0.00508224,0.00077630,0.00019250
698,8242754,8242056,16.91848589,2.58367743,0.64037413
699,8307627,8306928,17.00288579,2.59599885,0.64310820
700,8815,8115,0.01798980,0.00274608,0.00067995
701,1675,974,0.00340862,0.00052020,0.00012874
702,8903,8201,0.01806601,0.00275651,0.00068186
703,8407398,8406695,17.01182698,2.59510310,0.64161321
704,717,13,0.00144668,0.00022064,0.00005452
705,8432833,8432128,16.96661737,2.58708534,0.63899978
706,8494055,8493349,17.04141555,2.59792914,0.64136213
707,8510645,8509938,17.02643198,2.59508496,0.64034488
708,8628223,8627515,17.21293171,2.62294527,0.64690159
709,717,8,0.00142635,0.00021730,0.00005357
710,935,225,0.00185479,0.00028252,0.00006961
711,8743644,8742933,17.29630223,2.63395234,0.64866201
712,2162,1450,0.00426477,0.00064932,0.00015983
713,717,4,0.00141039,0.00021469,0.00005282
714,8771361,8770647,17.20562931,2.61846534,0.64390449
715,717,2,0.00140251,0.00021340,0.00005245
716,717,1,0.00139860,0.00021276,0.00005227
717,31740,31023,0.06174028,0.00939005,0.00230573
718,8958535,8957817,17.37753237,2.64238011,0.64852375
719,1135,416,0.00219552,0.00033377,0.00008188
720,8983412,8982692,17.32911265,2.63390348,0.64581790
721,8308348,8307627,15.98247926,2.42871231,0.59521863
722,8628945,8628223,16.55325120,2.51491765,0.61604822
723,9021211,9020488,17.25791184,2.62142475,0.64182865
724,9107071,9106347,17.37407092,2.63851501,0.64570226
725,9255303,9254578,17.60818644,2.67350858,0.65395163
726,32590,31864,0.06183169,0.00938614,0.00229479
727,9258570,9257843,17.51761966,2.65864549,0.64969255
728,9322084,9321356,17.58936874,2.66897803,0.65190538
729,9412654,9411925,17.71156911,2.68696083,0.65598404
730,9511219,9510489,17.84803716,2.70710096,0.66058549
731,1175,444,0.00219889,0.00033345,0.00008133
732,9555164,9554432,17.83265401,2.70364576,0.65911386
733,1450,717,0.00269873,0.00040908,0.00009968
734,9586796,9586062,17.79431876,2.69671811,0.65680029
735,935,200,0.00173076,0.00026224,0.00006384
736,9607598,9606862,17.73614352,2.68679370,0.65376292
737,9738335,9737598,17.92873857,2.71541081,0.66041357
738,9773160,9772422,17.94412497,2.71718316,0.66053237
739,9920798,9920059,18.16593392,2.75020660,0.66824468
740,1675,935,0.00305880,0.00046299,0.00011244
741,9937221,9936480,18.09791452,2.73878826,0.66484350
742,9953404,9952662,18.07855944,2.73530098,0.66368480
743,10038697,10037954,18.18443109,2.75075892,0.66712207
744,10134628,10133884,18.30888687,2.76902197,0.67123636
745,2907,2162,0.00523760,0.00079197,0.00019189
746,2518,1772,0.00452458,0.00068402,0.00016566
747,1721,974,0.00308418,0.00046617,0.00011284
748,2469,1721,0.00441284,0.00066685,0.00016135
749,974,225,0.00173618,0.00026231,0.00006344
750,10190753,10190003,18.11689422,2.73666071,0.66153544
751,10289729,10288978,18.24416801,2.75533157,0.66573915
752,6962,6210,0.01231114,0.00185892,0.00044894
753,10305722,10304969,18.17558804,2.74387214,0.66235525
754,7036,6282,0.01237608,0.00186798,0.00045071
755,10482924,10482169,18.39028815,2.77517300,0.66929111
756,3718,2962,0.00650528,0.00098148,0.00023659
757,12320,11563,0.02149903,0.00324300,0.00078140
758,10531608,10530850,18.32973872,2.76438154,0.66576609
759,1175,416,0.00203964,0.00030755,0.00007403
760,10611519,10610759,18.37174342,2.76961578,0.66641318
761,10644936,10644175,18.38119495,2.77049144,0.66631780
762,10767315,10766553,18.54374625,2.79443876,0.67176905
763,9107834,9107071,15.64465645,2.35709632,0.56637459
764,5112,4348,0.00875798,0.00131926,0.00031685
765,10937688,10936923,18.68971421,2.81476863,0.67572804
766,11044228,11043462,18.82252248,2.83421264,0.68008538
767,11144312,11143545,18.94360085,2.85188385,0.68401378
768,11225273,11224505,19.03156365,2.86456442,0.68674240
769,935,166,0.00158110,0.00023793,0.00005702
770,11231502,11230732,18.94333277,2.85016848,0.68267033
771,1450,679,0.00243927,0.00036693,0.00008785
772,11279971,11279199,18.92663394,2.84654503,0.68118446
773,17425,16652,0.02916176,0.00438504,0.00104888
774,974,200,0.00162584,0.00024443,0.00005844
775,1492,717,0.00248408,0.00037338,0.00008923
776,11389876,11389100,18.91452997,2.84251524,0.67899206
777,11397616,11396839,18.87869557,2.83658099,0.67726943
778,11558554,11557776,19.09608382,2.86868985,0.68462777
779,11651212,11650433,19.19977721,2.88371063,0.68790341
780,11662264,11661484,19.16874425,2.87849500,0.68635114
781,11794217,11793436,19.33601820,2.90305533,0.69189713
782,11848016,11847234,19.37457238,2.90828502,0.69283329
783,3301,2518,0.00538421,0.00080806,0.00019242
784,12114715,12113931,19.70974822,2.95746377,0.70391958
785,29530,28745,0.04792081,0.00718918,0.00171037
786,1721,935,0.00278571,0.00041784,0.00009936
787,12228859,12228072,19.74406049,2.96091552,0.70379975
788,8903,8115,0.01433785,0.00214976,0.00051076
789,12277688,12276899,19.72252824,2.95656110,0.70214060
790,12363561,12362771,19.81022432,2.96914366,0.70481615
791,935,144,0.00149437,0.00022393,0.00005313
792,12451912,12451120,19.85115039,2.97415054,0.70537991
793,2907,2114,0.00462273,0.00069246,0.00016416
794,2469,1675,0.00391634,0.00058653,0.00013899
795,12521201,12520406,19.81124323,2.96649122,0.70263239
796,12677467,12676671,20.00812322,2.99540776,0.70916912
797,2518,1721,0.00396405,0.00059334,0.00014041
798,1772,974,0.00278265,0.00041643,0.00009850
799,12750203,12749404,19.97209121,2.98833048,0.70656180
800,2962,2162,0.00462813,0.00069236,0.00016363
801,12876701,12875900,20.06963985,3.00180336,0.70912586
802,1135,333,0.00176460,0.00026388,0.00006231
803,12903174,12902371,20.01084662,2.99189374,0.70616744
804,12923933,12923129,19.99321335,2.98870120,0.70510627
805,12983926,12983121,20.03614984,2.99456317,0.70618149
806,13013987,13013181,20.03273679,2.99349763,0.70562306
807,13156626,13155819,20.20214388,3.01825295,0.71114915
808,974,166,0.00149189,0.00022285,0.00005248
809,18340,17531,0.02802220,0.00418504,0.00098521
810,13354852,13354042,20.35490322,3.03939064,0.71519840
811,3718,2907,0.00565285,0.00084393,0.00019850
812,13484741,13483929,20.45175356,3.05272819,0.71771585
813,1492,679,0.00225729,0.00033687,0.00007917
814,13644588,13643774,20.59262054,3.07262643,0.72177098
815,13674248,13673433,20.58677105,3.07119101,0.72112314
816,13836190,13835374,20.77955294,3.09938375,0.72742985
817,3779,2962,0.00566152,0.00084429,0.00019807
818,13859650,13858832,20.71312642,3.08834823,0.72421748
819,13901600,13900781,20.72511670,3.08957318,0.72419419
820,14029225,14028405,20.86440363,3.10977153,0.72861658
821,14181641,14180820,21.03973052,3.13533389,0.73429166
822,14249390,14248568,21.08883739,3.14208181,0.73555767
823,14260551,14259728,21.05409779,3.13633773,0.73389971
824,14385718,14384894,21.18737334,3.15562038,0.73809712
825,1450,625,0.00213039,0.00031724,0.00007417
826,7036,6210,0.01031254,0.00153538,0.00035882
827,14432840,14432013,21.10283377,3.14132886,0.73381743
828,1135,307,0.00165552,0.00024639,0.00005753
829,14581471,14580642,21.21740554,3.15724858,0.73691095
830,974,144,0.00141385,0.00021035,0.00004908
831,5112,4281,0.00740268,0.00110116,0.00025680
832,3301,2469,0.00476869,0.00070922,0.00016532
833,14712896,14712063,21.20352967,3.15292544,0.73465876
834,5182,4348,0.00745015,0.00110763,0.00025798
835,14787710,14786875,21.20938004,3.15267117,0.73398086
836,14879476,14878640,21.28997161,3.16408779,0.73632906
837,1772,935,0.00252937,0.00037585,0.00008743
838,935,97,0.00133145,0.00019781,0.00004599
839,31740,30901,0.04509029,0.00669769,0.00155669
840,3358,2518,0.00475907,0.00070679,0.00016420
841,31864,31023,0.04505140,0.00668955,0.00155350
842,1175,333,0.00165735,0.00024605,0.00005712
843,2518,1675,0.00354324,0.00052594,0.00012204
844,15044639,15043795,21.12014415,3.13441172,0.72698534
845,14182486,14181641,19.86273030,2.94728271,0.68329869
846,15074926,15074080,21.06272041,3.12479192,0.72415124
847,15165806,15164959,21.13969298,3.13566175,0.72636845
848,2962,2114,0.00411901,0.00061087,0.00014145
849,15218829,15217980,21.11377343,3.13072185,0.72462283
850,32590,31740,0.04510727,0.00668728,0.00154717
851,15315299,15314448,21.14785674,3.13468201,0.72493919
852,32716,31864,0.04506932,0.00667932,0.00154405
853,15446449,15445596,21.22905159,3.14562275,0.72686888
854,935,81,0.00128202,0.00018993,0.00004387
855,15527229,15526374,21.24035293,3.14620555,0.72640474
856,15674914,15674058,21.39230773,3.16816516,0.73117403
857,15924939,15924082,21.68283843,3.21063711,0.74067165
858,1450,592,0.00196967,0.00029160,0.00006724
859,15933608,15932749,21.59373666,3.19634033,0.73676879
860,16078552,16077692,21.73952407,3.21736593,0.74131162
861,16112745,16111884,21.73517950,3.21616981,0.74073294
862,16208081,16207219,21.81308375,3.22714306,0.74295658
863,16477698,16476835,22.12457554,3.27266544,0.75312931
864,16521923,16521059,22.13263433,3.27329677,0.75296751
865,16590429,16589564,22.17304821,3.27871286,0.75390626
866,16686080,16685214,22.24941197,3.28944272,0.75606580
867,1492,625,0.00198486,0.00029340,0.00006741
868,1175,307,0.00155955,0.00023049,0.00005293
869,935,66,0.00123815,0.00018296,0.00004200
870,16722231,16721361,22.09305192,3.26410195,0.74902461
871,16835046,16834175,22.19105743,3.27802526,0.75191530
872,3779,2907,0.00496986,0.00073401,0.00016830
873,16844966,16844093,22.10251283,3.26383981,0.74805672
874,17018228,17017354,22.27878347,3.28931332,0.75359109
875,17152743,17151868,22.40358269,3.30718073,0.75737933
876,17177096,17176220,22.38419758,3.30376208,0.75629195
877,974,97,0.00126637,0.00018688,0.00004276
878,17425,16547,0.02260392,0.00333507,0.00076285
879,17531,16652,0.02268971,0.00334716,0.00076530
880,17210178,17209298,22.22388688,3.27789718,0.74916707
881,17427927,17427046,22.45401019,3.31128438,0.75649482
882,17578166,17577284,22.59625105,3.33170321,0.76085535
883,17581760,17580877,22.54970892,3.32428540,0.75885813
884,17683115,17682231,22.62842054,3.33533256,0.76107614
885,17789871,17788986,22.71361486,3.34733203,0.76350981
886,17811799,17810913,22.69030543,3.34334047,0.76229572
887,17959319,17958432,22.82667339,3.36287488,0.76644468
888,17974533,17973645,22.79458470,3.35759016,0.76493618
889,3358,2469,0.00424891,0.00062575,0.00014250
890,935,45,0.00118041,0.00017381,0.00003957
891,18025049,18024158,22.70497593,3.34273036,0.76064531
892,18135074,18134182,22.79237718,3.35504391,0.76314523
893,974,81,0.00122139,0.00017976,0.00004087
894,18419396,18418502,23.04625417,3.39129664,0.77078204
895,18553745,18552850,23.16250429,3.40784244,0.77423713
896,192538,191642,0.23982830,0.03527955,0.00801210
897,682099,681202,0.84773971,0.12468492,0.02830521
898,18715825,18714927,23.20899326,3.41300188,0.77449414
899,18878816,18877917,23.35906043,3.43450792,0.77906828
900,1492,592,0.00184198,0.00027078,0.00006140
901,5182,4281,0.00638334,0.00093824,0.00021266
902,18919204,18918302,23.25357791,3.41732479,0.77425945
903,29530,28627,0.03621495,0.00532125,0.00120516
904,935,31,0.00114413,0.00016809,0.00003805
905,29650,28745,0.03620158,0.00531756,0.00120338
906,18971732,18970826,23.11269486,3.39441349,0.76786785
907,19125888,19124981,23.24914757,3.41390033,0.77197527
908,974,66,0.00118137,0.00017344,0.00003921
909,19293172,19292263,23.34940777,3.42751394,0.77445097
910,1135,225,0.00137061,0.00020116,0.00004544
911,19633828,19632917,23.65746619,3.47161454,0.78380682
912,19646877,19645965,23.62130295,3.46574980,0.78217950
913,19950853,19949940,23.93425499,3.51110200,0.79210823
914,935,21,0.00111923,0.00016416,0.00003702
915,18340,17425,0.02190570,0.00321249,0.00072418
916,19970344,19969428,23.80096680,3.48986946,0.78640608
917,9820,8903,0.01167812,0.00171206,0.00038565
918,20100715,20099797,23.85207375,3.49624503,0.78723574
919,18450,17531,0.02184567,0.00320163,0.00072062
920,20259433,20258513,23.93600307,3.50742855,0.78914665
921,20281331,20280410,23.90986878,3.50304136,0.78785696
922,935,13,0.00109989,0.00016112,0.00003622
923,4281,3358,0.00502507,0.00073599,0.00016540
924,20404200,20403276,23.89877439,3.49974843,0.78621196
925,20695539,20694614,24.18762776,3.54148730,0.79528430
926,20824167,20823241,24.28542257,3.55524370,0.79806850
927,935,8,0.00108806,0.00015926,0.00003574
928,20844845,20843917,24.20486795,3.54233214,0.79456372
929,974,45,0.00112857,0.00016514,0.00003703
930,20952167,20951237,24.22495895,3.54415578,0.79436770
931,935,4,0.00107873,0.00015780,0.00003535
932,21204507,21203575,24.41160617,3.57034049,0.79962875
933,935,2,0.00107411,0.00015707,0.00003516
934,935,1,0.00107181,0.00015671,0.00003507
935,1135,200,0.00129829,0.00018979,0.00004246
936,21409444,21408508,24.43732650,3.57186495,0.79875900
937,21424063,21423126,24.40184448,3.56612216,0.79717351
938,21527140,21526202,24.46699642,3.57508626,0.79887575
939,2114,1175,0.00239758,0.00035028,0.00007824
940,21592452,21591512,24.43690810,3.56957886,0.79704406
941,21721658,21720717,24.53091371,3.58275411,0.79968493
942,21736010,21735068,24.49503248,3.57695876,0.79809128
943,974,31,0.00109531,0.00015992,0.00003567
944,21833323,21832379,24.50055098,3.57665689,0.79742501
945,22226658,22225713,24.88917779,3.63282820,0.80964501
946,23049,22103,0.02575549,0.00375870,0.00083738
947,22321951,22321004,24.89041814,3.63188850,0.80882991
948,22352669,22351721,24.87211473,3.62865894,0.80780873
949,22649649,22648700,25.14948240,3.66856057,0.81638675
950,1175,225,0.00130194,0.00018988,0.00004224
951,22728640,22727689,25.13115311,3.66476144,0.81493347
952,22744401,22743449,25.09577471,3.65904159,0.81335873
953,974,21,0.00107244,0.00015634,0.00003474
954,21834277,21833323,23.99065284,3.49684141,0.77672606
955,22871069,22870114,25.07723911,3.65466250,0.81148040
956,23030368,23029412,25.19910366,3.67186253,0.81499726
957,23187055,23186098,25.31755235,3.68856025,0.81840024
958,1675,717,0.00182509,0.00026586,0.00005897
959,23224704,23223745,25.25299968,3.67803675,0.81546189
960,23320537,23319577,25.30440213,3.68496403,0.81669607
961,974,13,0.00105466,0.00015356,0.00003402
962,23348835,23347873,25.22987344,3.67299758,0.81344377
963,31864,30901,0.03435957,0.00500135,0.00110722
964,23515698,23514734,25.30485228,3.68279960,0.81501441
965,23823642,23822677,25.58312116,3.72273636,0.82354981
966,974,8,0.00104377,0.00015186,0.00003358
967,16547,15580,0.01769564,0.00257421,0.00056905
968,23870629,23869661,25.47493874,3.70532055,0.81879554
969,1135,166,0.00120878,0.00017579,0.00003883
970,974,4,0.00103518,0.00015052,0.00003324
971,23881432,23880461,25.32922518,3.68246917,0.81285352
972,974,2,0.00103092,0.00014986,0.00003307
973,974,1,0.00102881,0.00014953,0.00003298
974,24236325,24235351,25.54752624,3.71254167,0.81859554
975,1175,200,0.00123603,0.00017959,0.00003958
976,32716,31740,0.03434477,0.00498946,0.00109935
977,2469,1492,0.00258662,0.00037572,0.00008275
978,24259471,24258493,25.36317492,3.68355810,0.81102490
979,2114,1135,0.00220567,0.00032029,0.00007049
980,4281,3301,0.00445752,0.00064718,0.00014239
981,24416311,24415330,25.37125985,3.68309399,0.81004199
982,24492467,24491485,25.39858699,3.68651577,0.81050148
983,24840551,24839568,25.70716525,3.73075367,0.81993123
984,17531,16547,0.01810575,0.00262721,0.00057719
985,24872569,24871584,25.63587724,3.71931091,0.81682697
986,24906953,24905967,25.61927122,3.71635456,0.81588381
987,2162,1175,0.00221933,0.00032189,0.00007064
988,25019334,25018346,25.63078193,3.71693175,0.81542380
989,25319835,25318846,25.88619915,3.75342126,0.82313324
990,4348,3358,0.00443628,0.00064315,0.00014099
991,1135,144,0.00115571,0.00016753,0.00003671
992,25509146,25508154,25.92224286,3.75699756,0.82303203
993,25563270,25562277,25.92494896,3.75684116,0.82270339
994,24873563,24872569,25.17475375,3.64759668,0.79849470
995,25594780,25593785,25.85266029,3.74527362,0.81958443
996,1675,679,0.00168848,0.00024457,0.00005350
997,25786235,25785238,25.94165143,3.75707282,0.82158034
998,25892425,25891427,25.99630624,3.76444179,0.82289870
999,25918810,25917811,25.97072548,3.76019220,0.82167739
1000,26100594,26099594,26.10059400,3.77844798,0.82537325
1001,26193632,26192631,26.14132321,3.78379665,0.82624820
1002,26360894,26359892,26.25576591,3.79981236,0.82945118
1003,26413613,26412610,26.25584165,3.79927485,0.82903999
1004,1721,717,0.00170731,0.00024702,0.00005388
1005,9820,8815,0.00972253,0.00140647,0.00030669
1006,1450,444,0.00143276,0.00020723,0.00004517
1007,9910,8903,0.00977270,0.00141332,0.00030796
1008,26538131,26537123,26.11856241,3.77669272,0.82265739
1009,1175,166,0.00115413,0.00016686,0.00003633
1010,26573479,26572469,26.04987648,3.76568156,0.81968121
1011,25893436,25892425,25.33304374,3.66153486,0.79673115
1012,26924068,26923056,26.28933822,3.79921089,0.82639827
1013,27111699,27110686,26.42030601,3.81759284,0.83010517
1014,27219855,27218841,26.47341071,3.82472090,0.83136344
1015,27342813,27341798,26.54062268,3.83388530,0.83306346
1016,27657555,27656539,26.79330999,3.86983639,0.84058089
1017,27845268,27844251,26.92213492,3.88789052,0.84420714
1018,28234131,28233113,27.24450172,3.93388596,0.85389600
1019,2469,1450,0.00237779,0.00034328,0.00007449
1020,28301746,28300726,27.20275471,3.92674519,0.85175129
1021,28371994,28370973,27.21688230,3.92822887,0.85177621
1022,28754399,28753377,27.52976494,3.97282608,0.86114653
1023,29650,28627,0.02833175,0.00408798,0.00088580
1024,28881286,28880262,27.54334068,3.97366410,0.86072940
1025,18450,17425,0.01756098,0.00253316,0.00054851
1026,2518,1492,0.00239200,0.00034500,0.00007468
1027,2162,1135,0.00204982,0.00029560,0.00006396
1028,6210,5182,0.00587632,0.00084730,0.00018328
1029,28979693,28978664,27.36925846,3.94577654,0.85320883
1030,29013873,29012843,27.34835800,3.94221131,0.85214332
1031,1175,144,0.00110540,0.00015932,0.00003443
1032,29124964,29123932,27.34676777,3.94088010,0.85126770
1033,29444887,29443854,27.59365620,3.97590370,0.85853714
1034,1450,416,0.00135621,0.00019539,0.00004218
1035,29664582,29663547,27.69220472,3.98899159,0.86077047
1036,29811967,29810931,27.77609066,4.00051864,0.86296115
1037,29866822,29865785,27.77355680,3.99959793,0.86246628
1038,1135,97,0.00105342,0.00015168,0.00003270
1039,30110100,30109061,27.89209288,4.01555380,0.86531320
1040,30156162,30155122,27.88106694,4.01341058,0.86455518
1041,30605254,30604213,28.24194020,4.06479505,0.87532466
1042,1721,679,0.00158506,0.00022810,0.00004910
1043,30733383,30732340,28.25151561,4.06505023,0.87478151
1044,30795850,30794806,28.25473239,4.06495257,0.87446201
1045,30922749,30921704,28.31688743,4.07333364,0.87596624
1046,31086312,31085266,28.41226342,4.08649106,0.87849641
1047,4348,3301,0.00396640,0.00057040,0.00012258
1048,1492,444,0.00135846,0.00019533,0.00004196
1049,29445936,29444887,26.75927775,3.84716001,0.82620276
1050,1675,625,0.00151927,0.00021839,0.00004689
1051,31275854,31274803,28.31416412,4.06959034,0.87337828
1052,31527560,31526508,28.48779800,4.09398711,0.87831644
1053,31823732,31822679,28.70082404,4.12403802,0.88446404
1054,1135,81,0.00102168,0.00014679,0.00003147
1055,1772,717,0.00159206,0.00022870,0.00004902
1056,32120520,32119464,28.80412793,4.13719056,0.88638576
1057,32304650,32303593,28.91445864,4.15247303,0.88935996
1058,32324349,32323291,28.87742414,4.14659130,0.88780098
1059,32541957,32540898,29.01694902,4.16606092,0.89166920
